КодЗакупки,НазваниеЗакупки,ДатаЗакупки,КодФилиала,ИНН,КодГруппы,КодКомиссии,СуммаПлан,СуммаФакт,ФлагИмпорта,СтатусКонтракта
40005265550,Услуги Химизация добычи для Филиал ПАО АНК Башнефть Башнефть-Новойл (процедура 40005265550),2022-01-24,10,7736540833,66,ЗК-Услуги-007,5534008.7,4609967.58,0,Исполнен
40007564471,Услуги Операционные услуги добычи — УНХ (№40007564471),2024-06-25,9,1433015030,65,ЗК-Услуги-008,6192163.1,4608467.16,0,Исполнен
40003104284,"Услуги Работа с гибкими трубами (ГНКТ), филиал ВНИКТИНХО (процедура 40003104284)",2024-04-10,46,770000000220,61,ЗК-Услуги-001,3812497.86,4577682.46,0,Расторгнут
40006882404,Услуги EPC/EPCM контракты для ООО ИК СИБИНТЕК (процедура 40006882404),2023-09-05,80,6686129782,74,ЗК-Услуги-010,5932968.78,4542007.83,0,Исполнен
40004796414,Услуги Корпоративная безопасность — АО РОСПАН ИНТЕРНЕШНЛ (№40004796414),2025-02-21,41,2466249029,60,ЗК-Услуги-009,4158022.84,4504803.57,0,Исполнен
40005721746,"Услуги Разведочное бурение, филиал АнгараНефть (процедура 40005721746)",2024-03-26,56,2461124820,96,ЗК-Услуги-004,5660572.21,4504463.79,0,Исполнен
40000701933,Услуги Промбезопасность и контроль для ООО РН-Проектирование Добыча (процедура 40000701933),2023-03-15,37,770000000221,69,ЗК-Услуги-004,5873309.86,4492038.18,0,Исполнен
40009331638,Услуги Финансы и консалтинг — ВНИКТИНХО (№40009331638),2023-09-23,46,7728803870,80,ЗК-Услуги-003,5459015.93,4472398.71,0,Исполнен
40009563316,"Услуги ИТ-услуги и поддержка, филиал ВНИКТИНХО (процедура 40009563316)",2025-10-17,46,7714905368,86,ЗК-Услуги-006,3793745.85,4448025.78,0,Исполнен
40002162906,Услуги Обслуживание энергохозяйства для УВАТНЕФТЕГАЗ (процедура 40002162906),2024-04-03,22,8602270697,68,ЗК-Услуги-001,5130632.17,4446955.15,0,Исполнен
40008965563,Услуги Непроизводственные объекты — РН-АЭРО (№40008965563),2022-03-28,40,7725607130,78,ЗК-Услуги-006,3519901.12,4443003.35,0,Исполнен
40001978859,"Услуги Финансы и консалтинг, филиал ВНИКТИНХО (процедура 40001978859)",2023-11-16,46,770000000223,80,ЗК-Услуги-002,3361838.14,4436662.88,0,Исполнен
40004563086,Услуги Ж/д перевозки для ООО РН_БУНКЕР (процедура 40004563086),2023-02-16,61,8603115020,82,ЗК-Услуги-009,5917619.16,4400953.54,0,Исполнен
40006647782,Услуги Ремонт и освоение скважин — ООО Башнефть-Добыча (№40006647782),2023-03-29,49,7724294887,62,ЗК-Услуги-002,3651293.37,4379876.6,0,Исполнен
40003763842,"Услуги Зарезка боковых стволов (ЗБС), филиал Филиал ПАО АНК Башнефть Башнефть-Новойл (процедура 40003763842)",2024-01-20,10,8612014660,56,ЗК-Услуги-007,5797637.41,4351473.57,0,Исполнен
40007582108,Услуги Ремонт и освоение скважин для ООО РН-Пожарная безопасность (процедура 40007582108),2024-12-04,47,8620001545,62,ЗК-Услуги-001,5403895.14,4257153.6,0,Исполнен
40001490482,Услуги Поставка углеводородов — РН-АЭРО (№40001490482),2022-05-22,40,7203556170,90,ЗК-Услуги-007,3402375.5,4220055.2,0,Исполнен
40007358515,"Услуги Охрана и режим, филиал УНХ (процедура 40007358515)",2023-02-14,9,7842209221,87,ЗК-Услуги-005,4146827.52,4209229.98,0,Исполнен
40004572858,Услуги Прочие геологические услуги для ООО ИК СИБИНТЕК (процедура 40004572858),2024-09-15,80,8609320474,99,ЗК-Услуги-008,5564502.99,4162398.14,0,Исполнен
40008276207,Услуги EPC/EPCM контракты — ВНИКТИНХО (№40008276207),2025-08-12,46,770000000201,74,ЗК-Услуги-004,3803013.28,4159552.59,0,Исполнен
40004175545,"Услуги Зарезка боковых стволов (ЗБС), филиал РН-АЭРО (процедура 40004175545)",2022-07-23,40,770000000238,56,ЗК-Услуги-010,3380662.52,4136596.78,0,В работе
40003118364,Услуги Химизация добычи для Туапсинский НПЗ (процедура 40003118364),2023-01-03,29,770000000200,66,ЗК-Услуги-007,5204804.63,4124888.88,0,Исполнен
40004949994,Услуги Поставка углеводородов — Уфимский филиал АО РН-ПН (№40004949994),2024-05-19,26,2311236806,90,ЗК-Услуги-006,3683973.89,4100852.93,0,Исполнен
40005680754,"Услуги Сопровождение бурения, филиал АнгараНефть (процедура 40005680754)",2023-11-21,56,271006454,57,ЗК-Услуги-005,3168201.79,4090208.74,0,Исполнен
40007482834,Услуги Строительно-монтажные работы (СМР) для ООО НЗМП (процедура 40007482834),2023-10-19,50,7728803870,72,ЗК-Услуги-004,5040591.7,4067820.95,0,Исполнен
40006241928,Услуги Сейсморазведка — Уфимский филиал АО РН-ПН (№40006241928),2025-12-20,26,9102032738,58,ЗК-Услуги-007,4983568.64,3951492.36,0,Исполнен
40002099160,"Услуги Корпоративная безопасность, филиал ООО Башнефть-Добыча (процедура 40002099160)",2025-11-18,49,8603093264,60,ЗК-Услуги-005,2994424.2,3944600.14,0,Исполнен
40009321606,Услуги Геофизические исследования (ГИС) для РН-Бурение (процедура 40009321606),2025-12-04,85,770000000220,59,ЗК-Услуги-005,5082959.53,3934999.74,0,Исполнен
40006363547,Услуги Строительно-монтажные работы (СМР) — АО РН-Тверь (№40006363547),2022-04-23,59,8609322418,72,ЗК-Услуги-001,3594746.55,3928347.95,0,Исполнен
40005158582,"Услуги Прочие непроизводственные услуги, филиал АО РН-Ярославль (процедура 40005158582)",2024-05-27,43,8603157278,102,ЗК-Услуги-002,3648932.85,3910310.78,0,Исполнен
40006263537,Услуги Инвестпроекты и НИОКР для АО РОСПАН ИНТЕРНЕШНЛ (процедура 40006263537),2023-09-04,41,2466249029,89,ЗК-Услуги-005,3684203.9,3887875.84,0,Исполнен
40004501603,Услуги Прочие нефтепромысловые услуги — Туапсинский НПЗ (№40004501603),2022-07-18,29,770000000212,71,ЗК-Услуги-003,4069421.05,3877691.98,0,Исполнен
40008456169,"Услуги Работа с гибкими трубами (ГНКТ), филиал РН-ОХРАНА-АНГАРСК (процедура 40008456169)",2024-05-02,7,5507296450,61,ЗК-Услуги-002,3530999.84,3876112.65,0,Исполнен
40006813734,Услуги Операторские и агентские услуги для АО РН-Тверь (процедура 40006813734),2023-01-22,59,7703567364,70,ЗК-Услуги-004,4752029.69,3867579.92,0,Исполнен
40009154449,Услуги Корпоративная безопасность — Саратовнефтепродукт (№40009154449),2025-12-11,67,7725700676,60,ЗК-Услуги-004,4638592.15,3865162.54,0,Исполнен
40009599551,"Услуги Сопровождение бурения, филиал СНКНГ Славнефть-Красноярскнефтегаз (процедура 40009599551)",2022-01-04,21,770000000204,57,ЗК-Услуги-004,3747040.68,3857327.73,0,В работе
40003739750,Услуги Операционные услуги добычи для РН-Морской_терминал_Находка (процедура 40003739750),2023-06-19,72,770000000194,65,ЗК-Услуги-004,3665975.72,3835957.24,0,Исполнен
40000891346,Услуги Охрана и режим — СНКНГ Славнефть-Красноярскнефтегаз (№40000891346),2024-01-06,21,770000000235,87,ЗК-Услуги-003,4776545.73,3774046.98,0,Исполнен
40007654218,"Услуги ТО и ремонт оборудования, филиал Саратовнефтепродукт (процедура 40007654218)",2022-08-11,67,770000000206,67,ЗК-Услуги-007,4739233.21,3765784.11,0,Исполнен
40004417317,Услуги Прочие непроизводственные услуги для АЗКиОС (процедура 40004417317),2023-01-07,78,7203448538,102,ЗК-Услуги-009,3730111.53,3756508.93,0,Исполнен
40008575033,Услуги HR и обучение персонала — ВНИКТИНХО (№40008575033),2022-03-30,46,6325009374,94,ЗК-Услуги-005,4936766.58,3678132.43,0,Исполнен
40004056379,"Услуги Охрана и режим, филиал Уфимский филиал АО РН-ПН (процедура 40004056379)",2024-10-07,26,7449146953,87,ЗК-Услуги-004,4788558.98,3669857.59,0,Расторгнут
40003015937,Услуги Операционные услуги добычи для МурманскНП (процедура 40003015937),2023-04-11,62,9731140472,65,ЗК-Услуги-002,4482800.21,3643004.48,0,В работе
40003177198,Услуги Социально-бытовые услуги — ООО РН-ГИР (№40003177198),2024-06-02,39,8604071023,84,ЗК-Услуги-002,4691016.13,3629220.92,0,В работе
